id,event_type,latitude,longitude,event_cause,requires_road_closure,start_datetime,end_datetime,resolved_datetime,closed_datetime,status,authenticated,modified_datetime,priority,corridor,zone,junction,police_station,created_date,client_id,gba_identifier,kgid,endlatitude,endlongitude,end_address,address,description,veh_type,veh_no,cargo_material,reason_breakdown,age_of_truck,route_path,assigned_to_police_id,citizen_accident_id,comment,meta_data,map_file,direction,created_by_id,last_modified_by_id,closed_by_id,resolved_by_id,resolved_at_address,resolved_at_latitude,resolved_at_longitude
FKID000072,planned,13.207523989732648,77.49165317622666,event,True,2023-01-19 00:00:00,2023-01-19 02:00:00,2023-01-19 01:30:00,2023-01-19 02:00:00,resolved,yes,2023-01-19 00:00:00,Low,Mysore Road,East Zone,MekhriCircle,Cubbon Park,2023-01-19 00:00:00,3,,KG72,,,,,,,,,,,,,,,,,,,,,,,,
FKID000073,unplanned,13.22922305970154,77.72060864069849,event,False,2023-01-19 06:00:00,2023-01-19 08:00:00,2023-01-19 07:30:00,2023-01-19 08:00:00,resolved,yes,2023-01-19 06:00:00,Medium,Outer Ring Road,Central Zone 1,SilkBoardJunction,Cubbon Park,2023-01-19 06:00:00,2,Bengaluru Central Corporation,KG73,,,,,,,,,,,,,,,,,,,,,,,,
FKID000074,unplanned,13.040330927464641,77.6224792994533,event,False,2023-01-19 12:00:00,2023-01-19 14:00:00,2023-01-19 13:30:00,2023-01-19 14:00:00,resolved,yes,2023-01-19 12:00:00,High,Mysore Road,West Zone,,Cubbon Park,2023-01-19 12:00:00,1,Bengaluru Central Corporation,KG74,,,,,,,,,,,,,,,,,,,,,,,,
FKID000075,unplanned,13.035712658502984,77.74810049495221,construction,True,2023-01-19 18:00:00,2023-01-19 20:00:00,2023-01-19 19:30:00,2023-01-19 20:00:00,resolved,yes,2023-01-19 18:00:00,Medium,NH 44,Central Zone 2,MarathahalliBridge,Cubbon Park,2023-01-19 18:00:00,3,,KG75,,,,,,,,,,,,,,,,,,,,,,,,
FKID000076,unplanned,13.175198734114383,77.49992507247856,accident,True,2023-01-20 00:00:00,2023-01-20 02:00:00,2023-01-20 01:30:00,2023-01-20 02:00:00,resolved,yes,2023-01-20 00:00:00,Medium,Tumkur Road,East Zone,SilkBoardJunction,Cubbon Park,2023-01-20 00:00:00,4,,KG76,,,,,,,,,,,,,,,,,,,,,,,,
FKID000077,planned,13.10548304746555,77.62954065678836,event,False,2023-01-20 06:00:00,2023-01-20 08:00:00,2023-01-20 07:30:00,2023-01-20 08:00:00,resolved,yes,2023-01-20 06:00:00,High,Hosur Road,Central Zone 2,SilkBoardJunction,Cubbon Park,2023-01-20 06:00:00,3,,KG77,,,,,,,,,,,,,,,,,,,,,,,,
FKID000078,unplanned,13.129924432311121,77.74171168461716,accident,False,2023-01-20 12:00:00,2023-01-20 14:00:00,2023-01-20 13:30:00,2023-01-20 14:00:00,resolved,yes,2023-01-20 12:00:00,Medium,Tumkur Road,West Zone,,Cubbon Park,2023-01-20 12:00:00,1,Bengaluru Central Corporation,KG78,,,,,,,,,,,,,,,,,,,,,,,,
FKID000079,unplanned,13.174022554634968,77.62123641792594,construction,False,2023-01-20 18:00:00,2023-01-20 20:00:00,2023-01-20 19:30:00,2023-01-20 20:00:00,resolved,yes,2023-01-20 18:00:00,Medium,Mysore Road,West Zone,MekhriCircle,Cubbon Park,2023-01-20 18:00:00,3,Bengaluru Central Corporation,KG79,,,,,,,,,,,,,,,,,,,,,,,,
FKID000080,unplanned,13.218302510654256,77.64993763229653,breakdown,False,2023-01-21 00:00:00,2023-01-21 02:00:00,2023-01-21 01:30:00,2023-01-21 02:00:00,resolved,yes,2023-01-21 00:00:00,Medium,Hosur Road,North Zone,MekhriCircle,Cubbon Park,2023-01-21 00:00:00,3,,KG80,,,,,,,,,,,,,,,,,,,,,,,,
FKID000081,unplanned,12.958857723720222,77.66785214602585,event,False,2023-01-21 06:00:00,2023-01-21 08:00:00,2023-01-21 07:30:00,2023-01-21 08:00:00,resolved,yes,2023-01-21 06:00:00,Low,Mysore Road,Central Zone 1,MekhriCircle,Cubbon Park,2023-01-21 06:00:00,1,Bengaluru Central Corporation,KG81,,,,,,,,,,,,,,,,,,,,,,,,
FKID000082,unplanned,12.976523987740775,77.6027260874873,accident,True,2023-01-21 12:00:00,2023-01-21 14:00:00,2023-01-21 13:30:00,2023-01-21 14:00:00,resolved,yes,2023-01-21 12:00:00,High,NH 44,North Zone,MekhriCircle,Cubbon Park,2023-01-21 12:00:00,3,,KG82,,,,,,,,,,,,,,,,,,,,,,,,
FKID000083,planned,12.844171511725209,77.64944068162269,accident,False,2023-01-21 18:00:00,2023-01-21 20:00:00,2023-01-21 19:30:00,2023-01-21 20:00:00,resolved,yes,2023-01-21 18:00:00,High,Outer Ring Road,East Zone,UrvashiJunction,Cubbon Park,2023-01-21 18:00:00,1,Bengaluru Central Corporation,KG83,,,,,,,,,,,,,,,,,,,,,,,,
FKID000084,unplanned,13.071791666268203,77.63776486421924,event,True,2023-01-22 00:00:00,2023-01-22 02:00:00,2023-01-22 01:30:00,2023-01-22 02:00:00,resolved,yes,2023-01-22 00:00:00,Low,Hosur Road,Central Zone 2,MekhriCircle,Cubbon Park,2023-01-22 00:00:00,1,Bengaluru Central Corporation,KG84,,,,,,,,,,,,,,,,,,,,,,,,
FKID000085,unplanned,12.81689286868447,77.72331266283257,breakdown,False,2023-01-22 06:00:00,2023-01-22 08:00:00,2023-01-22 07:30:00,2023-01-22 08:00:00,resolved,yes,2023-01-22 06:00:00,Medium,NH 44,East Zone,UrvashiJunction,Cubbon Park,2023-01-22 06:00:00,4,,KG85,,,,,,,,,,,,,,,,,,,,,,,,
FKID000086,unplanned,13.018831068522257,77.4922705226922,breakdown,False,2023-01-22 12:00:00,2023-01-22 14:00:00,2023-01-22 13:30:00,2023-01-22 14:00:00,resolved,yes,2023-01-22 12:00:00,Medium,NH 44,West Zone,UrvashiJunction,Cubbon Park,2023-01-22 12:00:00,2,,KG86,,,,,,,,,,,,,,,,,,,,,,,,
FKID000087,unplanned,13.055042978312562,77.5558600611899,breakdown,False,2023-01-22 18:00:00,2023-01-22 20:00:00,2023-01-22 19:30:00,2023-01-22 20:00:00,resolved,yes,2023-01-22 18:00:00,Medium,Hosur Road,North Zone,MekhriCircle,Cubbon Park,2023-01-22 18:00:00,2,,KG87,,,,,,,,,,,,,,,,,,,,,,,,
FKID000088,unplanned,12.934674388500294,77.73661110070067,construction,False,2023-01-23 00:00:00,2023-01-23 02:00:00,2023-01-23 01:30:00,2023-01-23 02:00:00,resolved,yes,2023-01-23 00:00:00,Medium,Mysore Road,North Zone,HebbalFlyover,Cubbon Park,2023-01-23 00:00:00,3,,KG88,,,,,,,,,,,,,,,,,,,,,,,,
FKID000089,unplanned,13.077691632467435,77.72037122165055,accident,False,2023-01-23 06:00:00,2023-01-23 08:00:00,2023-01-23 07:30:00,2023-01-23 08:00:00,resolved,yes,2023-01-23 06:00:00,Low,NH 44,North Zone,MarathahalliBridge,Cubbon Park,2023-01-23 06:00:00,3,Bengaluru Central Corporation,KG89,,,,,,,,,,,,,,,,,,,,,,,,
FKID000090,unplanned,12.814335117471353,77.60302732325215,accident,True,2023-01-23 12:00:00,2023-01-23 14:00:00,2023-01-23 13:30:00,2023-01-23 14:00:00,resolved,yes,2023-01-23 12:00:00,Low,Tumkur Road,East Zone,SilkBoardJunction,Cubbon Park,2023-01-23 12:00:00,4,Bengaluru Central Corporation,KG90,,,,,,,,,,,,,,,,,,,,,,,,
FKID000091,unplanned,12.817553648712131,77.64743580140642,accident,False,2023-01-23 18:00:00,2023-01-23 20:00:00,2023-01-23 19:30:00,2023-01-23 20:00:00,resolved,yes,2023-01-23 18:00:00,Medium,NH 44,West Zone,UrvashiJunction,Cubbon Park,2023-01-23 18:00:00,4,Bengaluru Central Corporation,KG91,,,,,,,,,,,,,,,,,,,,,,,,
FKID000092,unplanned,13.186622263510039,77.5548929194049,construction,False,2023-01-24 00:00:00,2023-01-24 02:00:00,2023-01-24 01:30:00,2023-01-24 02:00:00,resolved,yes,2023-01-24 00:00:00,Medium,Mysore Road,Central Zone 2,,Cubbon Park,2023-01-24 00:00:00,4,,KG92,,,,,,,,,,,,,,,,,,,,,,,,
FKID000093,unplanned,12.969289601463293,77.53079271312542,accident,False,2023-01-24 06:00:00,2023-01-24 08:00:00,2023-01-24 07:30:00,2023-01-24 08:00:00,resolved,yes,2023-01-24 06:00:00,Medium,Mysore Road,Central Zone 2,,Cubbon Park,2023-01-24 06:00:00,1,Bengaluru Central Corporation,KG93,,,,,,,,,,,,,,,,,,,,,,,,
FKID000094,unplanned,12.859718440946386,77.6051985693338,construction,True,2023-01-24 12:00:00,2023-01-24 14:00:00,2023-01-24 13:30:00,2023-01-24 14:00:00,resolved,yes,2023-01-24 12:00:00,Medium,Tumkur Road,East Zone,MarathahalliBridge,Cubbon Park,2023-01-24 12:00:00,4,,KG94,,,,,,,,,,,,,,,,,,,,,,,,
FKID000095,unplanned,13.045454332225757,77.57540510156704,breakdown,False,2023-01-24 18:00:00,2023-01-24 20:00:00,2023-01-24 19:30:00,2023-01-24 20:00:00,resolved,yes,2023-01-24 18:00:00,High,NH 44,North Zone,,Cubbon Park,2023-01-24 18:00:00,4,Bengaluru Central Corporation,KG95,,,,,,,,,,,,,,,,,,,,,,,,
FKID000096,unplanned,13.161896969956347,77.63758715019974,event,False,2023-01-25 00:00:00,2023-01-25 02:00:00,2023-01-25 01:30:00,2023-01-25 02:00:00,resolved,yes,2023-01-25 00:00:00,Low,Mysore Road,Central Zone 1,HebbalFlyover,Cubbon Park,2023-01-25 00:00:00,3,,KG96,,,,,,,,,,,,,,,,,,,,,,,,
FKID000097,unplanned,12.901435882923517,77.50098835198055,accident,False,2023-01-25 06:00:00,2023-01-25 08:00:00,2023-01-25 07:30:00,2023-01-25 08:00:00,resolved,yes,2023-01-25 06:00:00,High,Hosur Road,East Zone,,Cubbon Park,2023-01-25 06:00:00,4,,KG97,,,,,,,,,,,,,,,,,,,,,,,,
FKID000098,planned,13.09275852363493,77.74308659806987,accident,False,2023-01-25 12:00:00,2023-01-25 14:00:00,2023-01-25 13:30:00,2023-01-25 14:00:00,resolved,yes,2023-01-25 12:00:00,Low,Outer Ring Road,East Zone,SilkBoardJunction,Cubbon Park,2023-01-25 12:00:00,1,Bengaluru Central Corporation,KG98,,,,,,,,,,,,,,,,,,,,,,,,
FKID000099,unplanned,12.840113308547071,77.7462769010095,breakdown,False,2023-01-25 18:00:00,2023-01-25 20:00:00,2023-01-25 19:30:00,2023-01-25 20:00:00,resolved,yes,2023-01-25 18:00:00,Medium,Outer Ring Road,West Zone,SilkBoardJunction,Cubbon Park,2023-01-25 18:00:00,1,,KG99,,,,,,,,,,,,,,,,,,,,,,,,
FKID000100,planned,12.824290408949246,77.66850366278533,event,False,2023-01-26 00:00:00,2023-01-26 02:00:00,2023-01-26 01:30:00,2023-01-26 02:00:00,resolved,yes,2023-01-26 00:00:00,High,Outer Ring Road,Central Zone 2,UrvashiJunction,Cubbon Park,2023-01-26 00:00:00,3,,KG100,,,,,,,,,,,,,,,,,,,,,,,,
FKID000101,unplanned,13.04973667683703,77.62474601891292,construction,True,2023-01-26 06:00:00,2023-01-26 08:00:00,2023-01-26 07:30:00,2023-01-26 08:00:00,resolved,yes,2023-01-26 06:00:00,Medium,NH 44,East Zone,MekhriCircle,Cubbon Park,2023-01-26 06:00:00,4,Bengaluru Central Corporation,KG101,,,,,,,,,,,,,,,,,,,,,,,,
FKID000102,unplanned,13.05409850715675,77.56357245639731,event,False,2023-01-26 12:00:00,2023-01-26 14:00:00,2023-01-26 13:30:00,2023-01-26 14:00:00,resolved,yes,2023-01-26 12:00:00,Low,Tumkur Road,East Zone,HebbalFlyover,Cubbon Park,2023-01-26 12:00:00,4,,KG102,,,,,,,,,,,,,,,,,,,,,,,,
FKID000103,unplanned,13.099592053704157,77.69972465532088,breakdown,False,2023-01-26 18:00:00,2023-01-26 20:00:00,2023-01-26 19:30:00,2023-01-26 20:00:00,resolved,yes,2023-01-26 18:00:00,Low,Mysore Road,North Zone,UrvashiJunction,Cubbon Park,2023-01-26 18:00:00,1,,KG103,,,,,,,,,,,,,,,,,,,,,,,,
FKID000104,unplanned,13.14126292684965,77.66487741658955,breakdown,False,2023-01-27 00:00:00,2023-01-27 02:00:00,2023-01-27 01:30:00,2023-01-27 02:00:00,resolved,yes,2023-01-27 00:00:00,Low,Hosur Road,North Zone,HebbalFlyover,Cubbon Park,2023-01-27 00:00:00,4,,KG104,,,,,,,,,,,,,,,,,,,,,,,,
FKID000105,unplanned,13.258650477347391,77.52390657362312,event,False,2023-01-27 06:00:00,2023-01-27 08:00:00,2023-01-27 07:30:00,2023-01-27 08:00:00,resolved,yes,2023-01-27 06:00:00,Medium,Hosur Road,Central Zone 1,MekhriCircle,Cubbon Park,2023-01-27 06:00:00,4,Bengaluru Central Corporation,KG105,,,,,,,,,,,,,,,,,,,,,,,,
FKID000106,unplanned,13.042661163701561,77.72595033981334,construction,False,2023-01-27 12:00:00,2023-01-27 14:00:00,2023-01-27 13:30:00,2023-01-27 14:00:00,resolved,yes,2023-01-27 12:00:00,Medium,NH 44,West Zone,,Cubbon Park,2023-01-27 12:00:00,4,Bengaluru Central Corporation,KG106,,,,,,,,,,,,,,,,,,,,,,,,
FKID000107,unplanned,12.951789542282386,77.70208505558925,construction,False,2023-01-27 18:00:00,2023-01-27 20:00:00,2023-01-27 19:30:00,2023-01-27 20:00:00,resolved,yes,2023-01-27 18:00:00,Low,Outer Ring Road,Central Zone 1,,Cubbon Park,2023-01-27 18:00:00,2,,KG107,,,,,,,,,,,,,,,,,,,,,,,,
FKID000108,unplanned,13.17373751154129,77.73644597658883,accident,False,2023-01-28 00:00:00,2023-01-28 02:00:00,2023-01-28 01:30:00,2023-01-28 02:00:00,resolved,yes,2023-01-28 00:00:00,Medium,NH 44,North Zone,MekhriCircle,Cubbon Park,2023-01-28 00:00:00,3,Bengaluru Central Corporation,KG108,,,,,,,,,,,,,,,,,,,,,,,,
FKID000109,planned,12.927291158093174,77.67594426726485,construction,True,2023-01-28 06:00:00,2023-01-28 08:00:00,2023-01-28 07:30:00,2023-01-28 08:00:00,resolved,yes,2023-01-28 06:00:00,Medium,Tumkur Road,Central Zone 2,UrvashiJunction,Cubbon Park,2023-01-28 06:00:00,2,,KG109,,,,,,,,,,,,,,,,,,,,,,,,
FKID000110,unplanned,13.006316567731648,77.64562210290266,event,False,2023-01-28 12:00:00,2023-01-28 14:00:00,2023-01-28 13:30:00,2023-01-28 14:00:00,resolved,yes,2023-01-28 12:00:00,Medium,Tumkur Road,North Zone,MekhriCircle,Cubbon Park,2023-01-28 12:00:00,3,,KG110,,,,,,,,,,,,,,,,,,,,,,,,
FKID000111,unplanned,12.836874499230866,77.59292561979846,breakdown,False,2023-01-28 18:00:00,2023-01-28 20:00:00,2023-01-28 19:30:00,2023-01-28 20:00:00,resolved,yes,2023-01-28 18:00:00,Low,Mysore Road,West Zone,MarathahalliBridge,Cubbon Park,2023-01-28 18:00:00,1,,KG111,,,,,,,,,,,,,,,,,,,,,,,,
FKID000112,unplanned,12.811914849405266,77.73183669050559,accident,True,2023-01-29 00:00:00,2023-01-29 02:00:00,2023-01-29 01:30:00,2023-01-29 02:00:00,resolved,yes,2023-01-29 00:00:00,Low,Mysore Road,North Zone,SilkBoardJunction,Cubbon Park,2023-01-29 00:00:00,4,,KG112,,,,,,,,,,,,,,,,,,,,,,,,
FKID000113,unplanned,13.252444754898624,77.71383725016511,accident,False,2023-01-29 06:00:00,2023-01-29 08:00:00,2023-01-29 07:30:00,2023-01-29 08:00:00,resolved,yes,2023-01-29 06:00:00,High,Tumkur Road,West Zone,UrvashiJunction,Cubbon Park,2023-01-29 06:00:00,3,,KG113,,,,,,,,,,,,,,,,,,,,,,,,
FKID000114,unplanned,13.192910656640736,77.49220904092867,breakdown,False,2023-01-29 12:00:00,2023-01-29 14:00:00,2023-01-29 13:30:00,2023-01-29 14:00:00,resolved,yes,2023-01-29 12:00:00,Low,Tumkur Road,West Zone,HebbalFlyover,Cubbon Park,2023-01-29 12:00:00,2,Bengaluru Central Corporation,KG114,,,,,,,,,,,,,,,,,,,,,,,,
FKID000115,unplanned,13.127107876864038,77.48711908311427,construction,False,2023-01-29 18:00:00,2023-01-29 20:00:00,2023-01-29 19:30:00,2023-01-29 20:00:00,resolved,yes,2023-01-29 18:00:00,Low,Tumkur Road,West Zone,MarathahalliBridge,Cubbon Park,2023-01-29 18:00:00,4,,KG115,,,,,,,,,,,,,,,,,,,,,,,,
FKID000116,unplanned,12.992207883874707,77.58164510905708,breakdown,False,2023-01-30 00:00:00,2023-01-30 02:00:00,2023-01-30 01:30:00,2023-01-30 02:00:00,resolved,yes,2023-01-30 00:00:00,High,NH 44,West Zone,UrvashiJunction,Cubbon Park,2023-01-30 00:00:00,1,Bengaluru Central Corporation,KG116,,,,,,,,,,,,,,,,,,,,,,,,
FKID000117,unplanned,12.881448330433297,77.6988493993111,construction,False,2023-01-30 06:00:00,2023-01-30 08:00:00,2023-01-30 07:30:00,2023-01-30 08:00:00,resolved,yes,2023-01-30 06:00:00,Medium,Tumkur Road,West Zone,MekhriCircle,Cubbon Park,2023-01-30 06:00:00,3,Bengaluru Central Corporation,KG117,,,,,,,,,,,,,,,,,,,,,,,,
FKID000118,unplanned,12.87352541005541,77.74656455491504,breakdown,True,2023-01-30 12:00:00,2023-01-30 14:00:00,2023-01-30 13:30:00,2023-01-30 14:00:00,resolved,yes,2023-01-30 12:00:00,Low,Hosur Road,Central Zone 2,MekhriCircle,Cubbon Park,2023-01-30 12:00:00,3,,KG118,,,,,,,,,,,,,,,,,,,,,,,,
FKID000119,unplanned,12.91761416213736,77.52061256059795,event,False,2023-01-30 18:00:00,2023-01-30 20:00:00,2023-01-30 19:30:00,2023-01-30 20:00:00,resolved,yes,2023-01-30 18:00:00,High,Outer Ring Road,Central Zone 1,MekhriCircle,Cubbon Park,2023-01-30 18:00:00,3,,KG119,,,,,,,,,,,,,,,,,,,,,,,,
FKID000120,unplanned,13.058136532411877,77.64041529314508,construction,False,2023-01-31 00:00:00,2023-01-31 02:00:00,2023-01-31 01:30:00,2023-01-31 02:00:00,resolved,yes,2023-01-31 00:00:00,Medium,Tumkur Road,East Zone,MekhriCircle,Cubbon Park,2023-01-31 00:00:00,4,Bengaluru Central Corporation,KG120,,,,,,,,,,,,,,,,,,,,,,,,
FKID000121,unplanned,13.13586008366903,77.58284053129037,event,True,2023-01-31 06:00:00,2023-01-31 08:00:00,2023-01-31 07:30:00,2023-01-31 08:00:00,resolved,yes,2023-01-31 06:00:00,Medium,Outer Ring Road,Central Zone 1,HebbalFlyover,Cubbon Park,2023-01-31 06:00:00,2,Bengaluru Central Corporation,KG121,,,,,,,,,,,,,,,,,,,,,,,,
FKID000122,unplanned,13.110292767057334,77.74187688740994,accident,False,2023-01-31 12:00:00,2023-01-31 14:00:00,2023-01-31 13:30:00,2023-01-31 14:00:00,resolved,yes,2023-01-31 12:00:00,Low,NH 44,West Zone,MarathahalliBridge,Cubbon Park,2023-01-31 12:00:00,2,Bengaluru Central Corporation,KG122,,,,,,,,,,,,,,,,,,,,,,,,
FKID000123,unplanned,12.931568931564593,77.70737210924665,breakdown,False,2023-01-31 18:00:00,2023-01-31 20:00:00,2023-01-31 19:30:00,2023-01-31 20:00:00,resolved,yes,2023-01-31 18:00:00,Low,Outer Ring Road,Central Zone 2,,Cubbon Park,2023-01-31 18:00:00,3,,KG123,,,,,,,,,,,,,,,,,,,,,,,,
FKID000124,unplanned,13.248786681911701,77.70634875027201,accident,False,2023-02-01 00:00:00,2023-02-01 02:00:00,2023-02-01 01:30:00,2023-02-01 02:00:00,resolved,yes,2023-02-01 00:00:00,Low,NH 44,North Zone,SilkBoardJunction,Cubbon Park,2023-02-01 00:00:00,1,Bengaluru Central Corporation,KG124,,,,,,,,,,,,,,,,,,,,,,,,
FKID000125,unplanned,13.14681155084701,77.60654715314465,accident,False,2023-02-01 06:00:00,2023-02-01 08:00:00,2023-02-01 07:30:00,2023-02-01 08:00:00,resolved,yes,2023-02-01 06:00:00,Medium,Hosur Road,Central Zone 2,HebbalFlyover,Cubbon Park,2023-02-01 06:00:00,1,,KG125,,,,,,,,,,,,,,,,,,,,,,,,
FKID000126,unplanned,13.060546404680359,77.59200126563117,accident,False,2023-02-01 12:00:00,2023-02-01 14:00:00,2023-02-01 13:30:00,2023-02-01 14:00:00,resolved,yes,2023-02-01 12:00:00,Low,NH 44,West Zone,HebbalFlyover,Cubbon Park,2023-02-01 12:00:00,2,,KG126,,,,,,,,,,,,,,,,,,,,,,,,
FKID000127,unplanned,13.087508750730146,77.55381990942129,accident,False,2023-02-01 18:00:00,2023-02-01 20:00:00,2023-02-01 19:30:00,2023-02-01 20:00:00,resolved,yes,2023-02-01 18:00:00,Low,NH 44,Central Zone 2,,Cubbon Park,2023-02-01 18:00:00,1,,KG127,,,,,,,,,,,,,,,,,,,,,,,,
FKID000128,planned,12.997212029341062,77.49522138409576,breakdown,False,2023-02-02 00:00:00,2023-02-02 02:00:00,2023-02-02 01:30:00,2023-02-02 02:00:00,resolved,yes,2023-02-02 00:00:00,Medium,Mysore Road,Central Zone 2,,Cubbon Park,2023-02-02 00:00:00,2,Bengaluru Central Corporation,KG128,,,,,,,,,,,,,,,,,,,,,,,,
FKID000129,unplanned,12.916433565065544,77.71347504158886,accident,False,2023-02-02 06:00:00,2023-02-02 08:00:00,2023-02-02 07:30:00,2023-02-02 08:00:00,resolved,yes,2023-02-02 06:00:00,Low,Tumkur Road,West Zone,SilkBoardJunction,Cubbon Park,2023-02-02 06:00:00,3,,KG129,,,,,,,,,,,,,,,,,,,,,,,,
FKID000130,unplanned,12.967307158966094,77.69948327246512,breakdown,True,2023-02-02 12:00:00,2023-02-02 14:00:00,2023-02-02 13:30:00,2023-02-02 14:00:00,resolved,yes,2023-02-02 12:00:00,High,Tumkur Road,Central Zone 2,SilkBoardJunction,Cubbon Park,2023-02-02 12:00:00,2,,KG130,,,,,,,,,,,,,,,,,,,,,,,,
FKID000131,unplanned,13.156187671918254,77.74992377178725,breakdown,False,2023-02-02 18:00:00,2023-02-02 20:00:00,2023-02-02 19:30:00,2023-02-02 20:00:00,resolved,yes,2023-02-02 18:00:00,Medium,Hosur Road,East Zone,,Cubbon Park,2023-02-02 18:00:00,2,,KG131,,,,,,,,,,,,,,,,,,,,,,,,
FKID000132,unplanned,12.806764939655986,77.74909194600995,event,True,2023-02-03 00:00:00,2023-02-03 02:00:00,2023-02-03 01:30:00,2023-02-03 02:00:00,resolved,yes,2023-02-03 00:00:00,Medium,Hosur Road,East Zone,MekhriCircle,Cubbon Park,2023-02-03 00:00:00,3,,KG132,,,,,,,,,,,,,,,,,,,,,,,,
FKID000133,unplanned,12.854554141038252,77.62996656051271,construction,True,2023-02-03 06:00:00,2023-02-03 08:00:00,2023-02-03 07:30:00,2023-02-03 08:00:00,resolved,yes,2023-02-03 06:00:00,High,Tumkur Road,Central Zone 2,HebbalFlyover,Cubbon Park,2023-02-03 06:00:00,1,,KG133,,,,,,,,,,,,,,,,,,,,,,,,
FKID000134,unplanned,12.821621241750224,77.68762660209875,construction,False,2023-02-03 12:00:00,2023-02-03 14:00:00,2023-02-03 13:30:00,2023-02-03 14:00:00,resolved,yes,2023-02-03 12:00:00,High,Mysore Road,North Zone,UrvashiJunction,Cubbon Park,2023-02-03 12:00:00,2,Bengaluru Central Corporation,KG134,,,,,,,,,,,,,,,,,,,,,,,,
FKID000135,unplanned,12.819142537089917,77.73508674706825,breakdown,False,2023-02-03 18:00:00,2023-02-03 20:00:00,2023-02-03 19:30:00,2023-02-03 20:00:00,resolved,yes,2023-02-03 18:00:00,Medium,Tumkur Road,West Zone,SilkBoardJunction,Cubbon Park,2023-02-03 18:00:00,2,,KG135,,,,,,,,,,,,,,,,,,,,,,,,
FKID000136,unplanned,13.202066474485173,77.7094047954829,event,False,2023-02-04 00:00:00,2023-02-04 02:00:00,2023-02-04 01:30:00,2023-02-04 02:00:00,resolved,yes,2023-02-04 00:00:00,Medium,Mysore Road,East Zone,SilkBoardJunction,Cubbon Park,2023-02-04 00:00:00,3,,KG136,,,,,,,,,,,,,,,,,,,,,,,,
FKID000137,unplanned,13.130719193908611,77.54678398747066,breakdown,False,2023-02-04 06:00:00,2023-02-04 08:00:00,2023-02-04 07:30:00,2023-02-04 08:00:00,resolved,yes,2023-02-04 06:00:00,Low,Hosur Road,North Zone,,Cubbon Park,2023-02-04 06:00:00,1,Bengaluru Central Corporation,KG137,,,,,,,,,,,,,,,,,,,,,,,,
FKID000138,unplanned,13.022861699671044,77.60164691653372,breakdown,False,2023-02-04 12:00:00,2023-02-04 14:00:00,2023-02-04 13:30:00,2023-02-04 14:00:00,resolved,yes,2023-02-04 12:00:00,High,Outer Ring Road,Central Zone 2,MarathahalliBridge,Cubbon Park,2023-02-04 12:00:00,2,,KG138,,,,,,,,,,,,,,,,,,,,,,,,
FKID000139,unplanned,12.84598205550597,77.51487304209091,breakdown,False,2023-02-04 18:00:00,2023-02-04 20:00:00,2023-02-04 19:30:00,2023-02-04 20:00:00,resolved,yes,2023-02-04 18:00:00,Medium,Hosur Road,North Zone,UrvashiJunction,Cubbon Park,2023-02-04 18:00:00,3,Bengaluru Central Corporation,KG139,,,,,,,,,,,,,,,,,,,,,,,,
FKID000140,unplanned,13.031059461304912,77.73759377735986,event,True,2023-02-05 00:00:00,2023-02-05 02:00:00,2023-02-05 01:30:00,2023-02-05 02:00:00,resolved,yes,2023-02-05 00:00:00,Medium,Hosur Road,Central Zone 1,UrvashiJunction,Cubbon Park,2023-02-05 00:00:00,2,,KG140,,,,,,,,,,,,,,,,,,,,,,,,
FKID000141,unplanned,13.022531732266867,77.64366715130174,construction,False,2023-02-05 06:00:00,2023-02-05 08:00:00,2023-02-05 07:30:00,2023-02-05 08:00:00,resolved,yes,2023-02-05 06:00:00,Low,NH 44,East Zone,SilkBoardJunction,Cubbon Park,2023-02-05 06:00:00,4,Bengaluru Central Corporation,KG141,,,,,,,,,,,,,,,,,,,,,,,,
FKID000142,unplanned,12.881404878857708,77.54173355748594,event,True,2023-02-05 12:00:00,2023-02-05 14:00:00,2023-02-05 13:30:00,2023-02-05 14:00:00,resolved,yes,2023-02-05 12:00:00,Medium,NH 44,Central Zone 2,MekhriCircle,Cubbon Park,2023-02-05 12:00:00,3,Bengaluru Central Corporation,KG142,,,,,,,,,,,,,,,,,,,,,,,,
FKID000143,unplanned,13.003910275141848,77.66135918478959,accident,False,2023-02-05 18:00:00,2023-02-05 20:00:00,2023-02-05 19:30:00,2023-02-05 20:00:00,resolved,yes,2023-02-05 18:00:00,Medium,NH 44,West Zone,MarathahalliBridge,Cubbon Park,2023-02-05 18:00:00,1,,KG143,,,,,,,,,,,,,,,,,,,,,,,,
FKID000144,unplanned,12.987297225166765,77.64689462492363,event,True,2023-02-06 00:00:00,2023-02-06 02:00:00,2023-02-06 01:30:00,2023-02-06 02:00:00,resolved,yes,2023-02-06 00:00:00,Low,NH 44,Central Zone 2,UrvashiJunction,Cubbon Park,2023-02-06 00:00:00,1,,KG144,,,,,,,,,,,,,,,,,,,,,,,,
FKID000145,planned,13.089449546084541,77.57670393386887,event,False,2023-02-06 06:00:00,2023-02-06 08:00:00,2023-02-06 07:30:00,2023-02-06 08:00:00,resolved,yes,2023-02-06 06:00:00,Medium,Mysore Road,West Zone,SilkBoardJunction,Cubbon Park,2023-02-06 06:00:00,1,,KG145,,,,,,,,,,,,,,,,,,,,,,,,
