id,event_type,latitude,longitude,endlatitude,endlongitude,address,end_address,event_cause,requires_road_closure,start_datetime,end_datetime,status,authenticated,modified_datetime,map_file,direction,description,veh_type,veh_no,corridor,priority,cargo_material,reason_breakdown,age_of_truck,created_date,route_path,client_id,created_by_id,last_modified_by_id,assigned_to_police_id,citizen_accident_id,comment,police_station,meta_data,kgid,resolved_at_address,resolved_at_latitude,resolved_at_longitude,closed_by_id,closed_datetime,resolved_by_id,resolved_datetime,gba_identifier,zone,junction,end_source,clearance_mins,log_clearance,hour,day_of_week,month,is_weekend,priority_encoded,is_planned,closure_int,junction_event_count,junction_closure_rate,junction_hist_clearance,corridor_event_count,corridor_closure_rate,zone_event_count,is_known_junction,event_cause_cat,veh_type_cat,police_station_cat,pred_closure_prob,impact_score,impact_tier
FKID001395,unplanned,13.0354502,77.5266678,0.0,0.0,"Mumbai Bengaluru Highway, Peenya 2nd Block, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",,vehicle_breakdown,False,2024-02-16 23:58:10.991000+00:00,,closed,yes,2024-02-17 00:26:27.036776+00,,,Peenya industries metro station on flyover LCV vehicle off-road towards parle toll traffic one side movement,lcv,FKN00GL0709,Tumkur Road,High,,,,2024-02-16 23:59:05.32974+00,,1,FKUSR00402,FKUSR00001,,,,Peenya,,FKKG000392,,,,FKUSR00402,2024-02-17 00:26:27.036235+00:00,,,,,,closed,28.267420583333333,3.3764749718917413,23,4,2,0,2,0,0,0.0,0.07664066085360258,120.36434781307175,163.0,0.03067484662576687,0.0,0,vehicle_breakdown,lcv,Peenya,0.00075590896,2.5,LOW
FKID001396,unplanned,12.9225338,77.6456041,0.0,0.0,"Outer Ring Road, Heavie Halcyon, Agara, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",,vehicle_breakdown,False,2024-02-16 23:19:27.396000+00:00,,closed,yes,2024-02-17 01:20:26.903204+00,,,car breakdown due to battery problem,private_car,FKN00GL0710,ORR East 1,High,,,,2024-02-16 23:20:52.525923+00,,1,FKUSR00776,FKUSR00001,,,,HSR Layout,,FKKG000760,,,,FKUSR00776,2024-02-17 01:20:26.902482+00:00,,,,,,closed,120.9917747,4.803953621968589,23,4,2,0,2,0,0,0.0,0.07664066085360258,120.36434781307175,64.0,0.0625,0.0,0,vehicle_breakdown,private_car,HSR Layout,0.0033959264,2.5,LOW
FKID001397,unplanned,13.0312086,77.5244957,13.0312219,77.5245786,"5th Cross Road, Industrial Area Stage 1, Peenya, Bengaluru, Karnataka. Pin-560058 (India)","5th Cross Road, Industrial Area Stage 1, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",others,True,2024-02-17 00:07:55.053000+00:00,,closed,no,2024-02-17 05:21:47.058674+00,,,[VEHICLE] number hgv vehicle grar box damege no moving sir,,,Non-corridor,Low,,,,2024-02-17 00:09:56.265401+00,,1,FKUSR00566,FKUSR00001,,,,Peenya,,FKKG000555,,,,FKUSR00566,2024-02-17 05:21:47.058168+00:00,,,,,,closed,313.8667528,5.752149542348813,0,5,2,1,0,0,1,0.0,0.07664066085360258,120.36434781307175,756.0,0.11507936507936507,0.0,0,others,nan,Peenya,0.93589765,6.7,HIGH
FKID001400,unplanned,12.9289557,77.5677555,0.0,0.0,"9th Main Road, Siddanna Layout, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)",,road_conditions,False,2024-03-15 00:32:50.155000+00:00,,closed,yes,2024-03-15 00:34:43.856668+00,,,for test,,,Non-corridor,Low,,,,2024-03-15 00:33:46.091753+00,,1,FKUSR00262,FKUSR00001,,,,Banashankari,,FKKG000254,,,,FKUSR00262,2024-03-15 00:34:30.873794+00:00,,,,,,closed,1.6786465666666668,0.9853116545232246,0,4,3,0,0,0,0,0.0,0.07664066085360258,120.36434781307175,756.0,0.11507936507936507,0.0,0,road_conditions,nan,Banashankari,0.08726474,2.0,LOW
FKID001404,unplanned,12.95291122,77.54039654,0.0,0.0,"KR Market Road, Dr Rajkumar Circle, Bapuji Nagar, Bengaluru, Karnataka. Pin-560026 (India)",,others,False,2024-03-15 00:58:01.956000+00:00,,closed,no,2024-03-15 01:02:09.14149+00,,,Tier puncher,,,West of Chord Road,High,,,,2024-03-15 00:58:26.245005+00,,1,FKUSR00128,FKUSR00001,,,,Byatarayanapura,,FKKG000122,,,,FKUSR00128,2024-03-15 01:02:09.140254+00:00,,,,,,closed,4.119737566666667,1.63310318122734,0,4,3,0,2,0,0,0.0,0.07664066085360258,120.36434781307175,36.0,0.08333333333333333,0.0,0,others,nan,Byatarayanapura,0.11678124,3.2,LOW
FKID001405,unplanned,12.9863112,77.6475171,0.0,0.0,"Old Madras Road, Byappanahalli Junction, Baiyappanahalli, Bengaluru, Karnataka. Pin-560038 (India)",,accident,False,2024-03-15 00:47:15.818000+00:00,,closed,yes,2024-03-15 01:28:50.111312+00,,,,,,Old Madras Road,High,,,,2024-03-15 00:47:47.382682+00,,1,FKUSR00778,FKUSR00001,,,,Jeevanbheemanagar,,FKKG000762,,,,FKUSR00778,2024-03-15 01:28:50.110719+00:00,,,,,,closed,41.571545316666665,3.7511860797841385,0,4,3,0,2,0,0,0.0,0.07664066085360258,120.36434781307175,45.0,0.022222222222222223,0.0,0,accident,nan,Jeevanbheemanagar,0.0030682685,2.5,LOW
FKID001410,unplanned,12.9370003,77.5202782,0.0,0.0,"Mysore Road, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",,vehicle_breakdown,False,2024-02-17 02:46:23.452000+00:00,,closed,yes,2024-02-17 03:21:00.692269+00,,,,ksrtc_bus,FKN00GL0716,Mysore Road,High,,,,2024-02-17 02:48:13.906672+00,,1,FKUSR00779,FKUSR00001,,,,Byatarayanapura,,FKKG000763,,,,FKUSR00779,2024-02-17 03:21:00.691771+00:00,,,,,,closed,34.62066285,3.5729258866159403,2,5,2,1,2,0,0,0.0,0.07664066085360258,120.36434781307175,244.0,0.0942622950819672,0.0,0,vehicle_breakdown,ksrtc_bus,Byatarayanapura,0.26290047,4.0,MODERATE
FKID001414,unplanned,12.9898379,77.5719635,0.0,0.0,"Subedar Chatram Road, Shri Rajiv Gandhi Circle, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",,vehicle_breakdown,False,2024-03-15 03:26:40.957000+00:00,,closed,yes,2024-03-15 05:29:33.987846+00,,,bmtc bus ger box problem  traffic normal moment,bmtc_bus,FKN00GL0717,Non-corridor,Low,,,,2024-03-15 03:28:46.640705+00,,1,FKUSR00780,FKUSR00001,,,,Sheshadripuram,,FKKG000764,,,,FKUSR00780,2024-03-15 05:29:33.987213+00:00,,,,,,closed,122.88383688333333,4.819344327206354,3,4,3,0,0,0,0,0.0,0.07664066085360258,120.36434781307175,756.0,0.11507936507936507,0.0,0,vehicle_breakdown,bmtc_bus,Sheshadripuram,0.14637564,2.3,LOW
FKID001419,unplanned,12.9255212,77.5496526,0.0,0.0,"Dr Rajkumar Puniya Bhoomi Road, Block 6, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",,vehicle_breakdown,False,2024-02-17 04:11:18.144000+00:00,,closed,yes,2024-02-17 04:56:41.004825+00,,,,private_bus,FKN00GL0719,ORR West 1,High,,,,2024-02-17 04:12:22.829363+00,,1,FKUSR00782,FKUSR00001,,,,Banashankari,,FKKG000766,,,,FKUSR00782,2024-02-17 04:56:41.004353+00:00,,,,,,closed,45.38100588333334,3.8368900194605415,4,5,2,1,2,0,0,0.0,0.07664066085360258,120.36434781307175,55.0,0.0,0.0,0,vehicle_breakdown,private_bus,Banashankari,0.00048657044,2.5,LOW
FKID001420,unplanned,12.9305032,77.5802774,0.0,0.0,"4th Main Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",,vehicle_breakdown,False,2024-02-17 03:14:19.776000+00:00,,closed,no,2024-02-17 03:42:05.106011+00,,,[LOCATION] to [LOCATION],heavy_vehicle,FKN00GL0720,Non-corridor,Low,,,,2024-02-17 03:16:13.036277+00,,1,FKUSR00783,FKUSR00001,,,,Jayanagara,,FKKG000767,,,,FKUSR00783,2024-02-17 03:42:05.105518+00:00,,,,,,closed,27.755491966666668,3.3588287739279576,3,5,2,1,0,0,0,0.0,0.07664066085360258,120.36434781307175,756.0,0.11507936507936507,0.0,0,vehicle_breakdown,heavy_vehicle,Jayanagara,0.010413448,1.6,LOW
FKID001423,unplanned,12.91304392,77.62528618,0.0,0.0,"Hosur Road, Krimson Square, Muneshwara Nagar, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",,vehicle_breakdown,False,2024-02-17 05:09:02.052000+00:00,,closed,yes,2024-02-17 05:24:47.776578+00,,,Silk Board towards rupena Agrahara  near [PERSON] car off road star problem sir one line vehicle will pass slow moving traffic w,private_car,FKN00GL0722,Hosur Road,High,,,,2024-02-17 05:11:59.70782+00,,1,FKUSR00785,FKUSR00001,,,,HSR Layout,,FKKG000769,,,,FKUSR00785,2024-02-17 05:24:47.776077+00:00,,,,,,closed,15.762067949999999,2.819118473480692,5,5,2,1,2,0,0,0.0,0.07664066085360258,120.36434781307175,81.0,0.037037037037037035,0.0,0,vehicle_breakdown,private_car,HSR Layout,0.002754532,2.5,LOW
FKID001424,unplanned,12.9959803,77.667998,0.0,0.0,"Old Madras Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",,vehicle_breakdown,False,2024-03-15 04:49:18.703000+00:00,,closed,yes,2024-03-15 06:53:26.65047+00,,,,heavy_vehicle,FKN00GL0723,ORR North 1,High,,,,2024-03-15 04:49:54.370911+00,,1,FKUSR00786,FKUSR00001,,,,Mahadevapura,,FKKG000770,,,,FKUSR00786,2024-03-15 06:53:26.649821+00:00,,,,,,closed,124.13244701666667,4.829372752481058,4,4,3,0,2,0,0,0.0,0.07664066085360258,120.36434781307175,60.0,0.08333333333333333,0.0,0,vehicle_breakdown,heavy_vehicle,Mahadevapura,0.0065302784,2.6,LOW
FKID001425,unplanned,13.0412942,77.6226947,0.0,0.0,"MBT Road, AK Colony, Munivenkatappa Layout, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",,congestion,False,2024-03-15 04:48:30.627000+00:00,,closed,no,2024-03-15 07:04:32.564975+00,,,slow movement towards KEB junction due to [LOCATION] work,,,Hennur Main Road,High,,,,2024-03-15 04:49:15.659642+00,,1,FKUSR00361,FKUSR00361,,,,Hennuru,,FKKG000353,,,,FKUSR00361,2024-03-15 07:04:32.564356+00:00,,,,,,closed,136.03228926666668,4.920216586135912,4,4,3,0,2,0,0,0.0,0.07664066085360258,120.36434781307175,21.0,0.047619047619047616,0.0,0,congestion,nan,Hennuru,0.025595011,2.7,LOW
FKID001426,unplanned,12.9633836,77.5814857,0.0,0.0,"Sri Narasimha Raj Wadiyar Road, Potters Colony, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",,vehicle_breakdown,False,2024-03-15 04:28:57.064000+00:00,,closed,yes,2024-03-15 04:57:20.008747+00,,,Normal Traffic moving sir,truck,FKN00GL0724,Mysore Road,High,Goods,break down,10.0,2024-03-15 04:36:32.738669+00,,1,FKUSR00787,FKUSR00001,,,,City Market,,FKKG000771,,,,FKUSR00787,2024-03-15 04:57:20.007958+00:00,,,,,,closed,28.3823993,3.3803958318089253,4,4,3,0,2,0,0,0.0,0.07664066085360258,120.36434781307175,244.0,0.0942622950819672,0.0,0,vehicle_breakdown,truck,City Market,0.5288406,5.4,MODERATE
FKID001432,unplanned,12.9901789,77.5037504,0.0,0.0,"Magadi Main Road, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",,vehicle_breakdown,False,2024-03-15 05:42:14.040000+00:00,,closed,no,2024-03-15 06:07:33.340601+00,,,,bmtc_bus,FKN00GL0727,Magadi Road,High,,,,2024-03-15 05:42:54.279313+00,,1,FKUSR00789,FKUSR00001,,,,Kamakshipalya,,FKKG000773,,,,FKUSR00789,2024-03-15 06:07:33.340025+00:00,,,,,,closed,25.321667083333335,3.270392443483706,5,4,3,0,2,0,0,0.0,0.07664066085360258,120.36434781307175,85.0,0.058823529411764705,0.0,0,vehicle_breakdown,bmtc_bus,Kamakshipalya,0.0014700623,2.5,LOW
FKID001437,unplanned,12.9874519,77.587879,0.0,0.0,"Sankey Road, Dharmaprakash Devarao Shivaram Ubhayaker Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,vehicle_breakdown,False,2024-03-15 05:52:09.129000+00:00,,closed,yes,2024-03-15 06:41:50.444443+00,,,car break down due to wheel jam incoming side Windsor maner towards [LOCATION] [PERSON] opposite.,private_car,FKN00GL0729,Bellary Road 1,High,,,,2024-03-15 05:55:01.249982+00,,1,FKUSR00112,FKUSR00001,,,,High ground,,FKKG000106,,,,FKUSR00112,2024-03-15 06:41:50.443497+00:00,,,,,,closed,49.688574949999996,3.9257005390490316,5,4,3,0,2,0,0,0.0,0.07664066085360258,120.36434781307175,158.0,0.06962025316455696,0.0,0,vehicle_breakdown,private_car,High ground,0.65106326,6.1,HIGH
FKID001446,unplanned,12.9884191,77.5887931,12.9884134,77.5887922,"Palace Road, Dharmaprakash Devarao Shivaram Ubhayaker Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)","Palace Road, Dharmaprakash Devarao Shivaram Ubhayaker Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",tree_fall,True,2024-02-17 16:45:59.579000+00:00,,closed,yes,2024-02-17 19:07:34.84451+00,,,tree brenches fall in chief secretary residence road sir,,,Bellary Road 1,High,,,,2024-02-17 16:53:00.574122+00,,1,FKUSR00793,FKUSR00001,,,,High ground,,FKKG000777,,,,FKUSR00793,2024-02-17 19:07:34.843926+00:00,,,,,,closed,141.58774876666666,4.9599575910122065,16,5,2,1,2,0,1,0.0,0.07664066085360258,120.36434781307175,158.0,0.06962025316455696,0.0,0,tree_fall,nan,High ground,0.9827398,7.9,HIGH
FKID001447,unplanned,13.0932487,77.59516,0.0,0.0,"Allalasandra Main Road, RMZ Galleria Residences, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",,vehicle_breakdown,False,2024-02-17 19:23:07.740000+00:00,,closed,yes,2024-02-17 20:28:20.370466+00,,,,bmtc_bus,FKN00GL0736,Bellary Road 2,High,,,,2024-02-17 19:26:43.394081+00,,1,FKUSR00794,FKUSR00001,,,,Yelahanka,,FKKG000778,,,,FKUSR00794,2024-02-17 20:28:20.369988+00:00,,,,,,closed,65.21049980000001,4.192839057616918,19,5,2,1,2,0,0,0.0,0.07664066085360258,120.36434781307175,113.0,0.04424778761061947,0.0,0,vehicle_breakdown,bmtc_bus,Yelahanka,0.0011731471,2.5,LOW
FKID001458,unplanned,12.9784305,77.5707735,0.0,0.0,"Rao Bahadur DGT Road, Majestic Circle, Majestic, Bengaluru, Karnataka. Pin-560023 (India)",,vehicle_breakdown,False,2024-02-17 20:43:37.982000+00:00,,closed,yes,2024-02-17 21:05:25.572831+00,,,one side movement sir,bmtc_bus,FKN00GL0746,Non-corridor,Low,,,,2024-02-17 20:47:10.66155+00,,1,FKUSR00800,FKUSR00001,,,,Chamarajpet,,FKKG000784,,,,FKUSR00800,2024-02-17 21:05:25.572323+00:00,,,,,,closed,21.79317205,3.1264610196186253,20,5,2,1,0,0,0,0.0,0.07664066085360258,120.36434781307175,756.0,0.11507936507936507,0.0,0,vehicle_breakdown,bmtc_bus,Chamarajpet,0.069281526,1.9,LOW
FKID001460,unplanned,13.0820698,77.5929525,0.0,0.0,"Allalasandra Main Road, Yelahanka Bypass Junction, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)",,vehicle_breakdown,False,2024-02-17 20:42:38.872000+00:00,,closed,yes,2024-02-17 21:48:25.943153+00,,,due to tyre burst,others,FKN00GL0747,Bellary Road 2,High,,,,2024-02-17 20:44:07.354019+00,,1,FKUSR00802,FKUSR00001,,,,Yelahanka,,FKKG000786,,,,FKUSR00802,2024-02-17 21:48:25.942567+00:00,,,,,,closed,65.78450945,4.201471159189844,20,5,2,1,2,0,0,0.0,0.07664066085360258,120.36434781307175,113.0,0.04424778761061947,0.0,0,vehicle_breakdown,others,Yelahanka,0.00048466053,2.5,LOW
FKID001461,unplanned,12.963011,77.5664503,0.0,0.0,"Mysore Road, Anandpuram, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",,others,False,2024-02-17 19:48:16.108000+00:00,,closed,no,2024-02-18 02:17:08.642304+00,,,Vinayka theatre market on flyover garbage inform to bbmp sir,,,Mysore Road,High,,,,2024-02-17 19:52:24.014287+00,,1,FKUSR00136,FKUSR00001,,,,Chamarajpet,,FKKG000130,,,,FKUSR00136,2024-02-18 02:17:08.641698+00:00,,,,,,closed,388.87556163333335,5.965827615474113,19,5,2,1,2,0,0,0.0,0.07664066085360258,120.36434781307175,244.0,0.0942622950819672,0.0,0,others,nan,Chamarajpet,0.031647038,2.7,LOW
FKID001462,planned,12.9698354,77.7004398,0.0,0.0,"Outer Ring Road, Central Avenue, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",,construction,False,2024-02-17 21:03:21.475000+00:00,2024-02-18 09:05:46+00:00,closed,yes,2024-02-18 09:35:48.141197+00,,,karthiknagara towards [PERSON] and [PERSON] towards [LOCATION] traffic movement will be slow due to [LOCATION] station piller work,,,ORR East 2,High,,,,2024-02-17 21:04:14.39721+00,,1,FKUSR00043,FKUSR00001,,,,HAL Old Airport,,FKKG000037,,,,,,,,,,,end,722.40875,6.583974415104232,21,5,2,1,2,1,0,0.0,0.07664066085360258,120.36434781307175,94.0,0.010638297872340425,0.0,0,construction,nan,HAL Old Airport,0.016579691,3.6,MODERATE
FKID001466,unplanned,12.9930034,77.5954144,0.0,0.0,"Millers Road, Chavundaraya Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,vehicle_breakdown,False,2024-03-15 07:21:16.772000+00:00,,closed,no,2024-03-15 07:31:31.703331+00,,,vasanthagara bus stop towards old Udaya TV Junction  s itJunction,bmtc_bus,FKN00GL0748,Non-corridor,Low,,,,2024-03-15 07:24:35.279452+00,,1,FKUSR00803,FKUSR00001,,,,High ground,,FKKG000787,,,,FKUSR00803,2024-03-15 07:31:31.702589+00:00,,,,,,closed,10.24884315,2.420265292251837,7,4,3,0,0,0,0,0.0,0.07664066085360258,120.36434781307175,756.0,0.11507936507936507,0.0,0,vehicle_breakdown,bmtc_bus,High ground,0.9265347,6.6,HIGH
FKID001468,unplanned,13.0435867,77.6046833,0.0,0.0,"MBT Road, New Layout, RT Nagar Post, Bengaluru, Karnataka. Pin-560032 (India)",,vehicle_breakdown,False,2024-03-15 07:28:25.679000+00:00,,closed,no,2024-03-15 07:58:21.956127+00,,,,private_bus,FKN00GL0750,ORR North 1,High,,,,2024-03-15 07:28:57.183617+00,,1,FKUSR00141,FKUSR00001,,,,Hebbala,,FKKG000135,,,,FKUSR00141,2024-03-15 07:58:21.426672+00:00,,,,,,closed,29.929127866666665,3.431698389295448,7,4,3,0,2,0,0,0.0,0.07664066085360258,120.36434781307175,60.0,0.08333333333333333,0.0,0,vehicle_breakdown,private_bus,Hebbala,0.0013133448,2.5,LOW
FKID001469,unplanned,12.8999989,77.6009931,0.0,0.0,"Bannerghatta Main Road, Bilekahalli Layout, Bilekahalli, Bengaluru, Karnataka. Pin-560076 (India)",,vehicle_breakdown,False,2024-03-15 08:09:47.521000+00:00,,closed,yes,2024-03-15 08:39:39.855295+00,,,near [LOCATION] off road due to tyre got puncher have left side traffic moving slowly from [PERSON] to hsbc junction sir,lcv,FKN00GL0751,Bannerghata Road,High,,,,2024-03-15 08:12:12.515906+00,,1,FKUSR00025,FKUSR00001,,,,Mico Layout,,FKKG000021,,,,FKUSR00025,2024-03-15 08:39:39.854690+00:00,,,,,,closed,29.872228166666666,3.4298570149396292,8,4,3,0,2,0,0,0.0,0.07664066085360258,120.36434781307175,27.0,0.037037037037037035,0.0,0,vehicle_breakdown,lcv,Mico Layout,0.00055981096,2.5,LOW
FKID001470,unplanned,13.0411089,77.5457736,0.0,0.0,"Outer Ring Road, Sharadamba Nagar, Jalahalli Village, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",,vehicle_breakdown,False,2024-03-15 10:22:58.970000+00:00,,closed,no,2024-03-15 10:32:06.733733+00,,,break down,heavy_vehicle,FKN00GL0752,ORR North 2,High,,,,2024-03-15 10:23:53.529488+00,,1,FKUSR00674,FKUSR00001,,,,Jalahalli,,FKKG000658,,,,FKUSR00674,2024-03-15 10:32:06.733222+00:00,,,,,,closed,9.129387033333334,2.31544080639359,10,4,3,0,2,0,0,0.0,0.07664066085360258,120.36434781307175,56.0,0.03571428571428571,0.0,0,vehicle_breakdown,heavy_vehicle,Jalahalli,0.23483256,3.8,MODERATE
FKID001473,unplanned,12.9179413,77.6216552,0.0,0.0,"3rd Cross Road, Central Silk Board Staff Quarters, Dollar Scheme Colony, BTM Layout Stage 1, Bengaluru, Karnataka. Pin-560068 (India)",,vehicle_breakdown,False,2024-02-17 22:25:57.762000+00:00,,closed,yes,2024-02-17 23:13:44.774034+00,,,private bus offroaded inbetween silkboard towords mps in service road due airlock traffic movement slow ide sir,private_bus,FKN00GL0753,ORR East 1,High,,,,2024-02-17 22:28:04.927952+00,,1,FKUSR00173,FKUSR00001,,,,Madiwala,,FKKG000166,,,,FKUSR00173,2024-02-17 23:13:44.773502+00:00,,,,,,closed,47.78352503333333,3.8873926540828365,22,5,2,1,2,0,0,0.0,0.07664066085360258,120.36434781307175,64.0,0.0625,0.0,0,vehicle_breakdown,private_bus,Madiwala,0.0016792053,2.5,LOW
FKID001477,unplanned,12.9435108,77.57773,,,"Church Road, Madhav Rao Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",,accident,False,2024-02-17 21:30:45.212098+00:00,,closed,yes,2024-02-17 22:35:25.832103+00,,,,,,Non-corridor,Low,,,,2024-02-17 22:15:18.784717+00,,1,FKUSR00804,FKUSR00804,FKUSR00804,FKUSR00805,,Basavanagudi,,,,,,FKUSR00804,2024-02-17 22:35:25.831586+00:00,,,,,,closed,64.67699146666666,4.184748658167319,21,5,2,1,0,0,0,0.0,0.07664066085360258,120.36434781307175,756.0,0.11507936507936507,0.0,0,accident,nan,Basavanagudi,0.011061452,1.6,LOW
FKID001490,unplanned,12.9162843,77.6155072,0.0,0.0,"Outer Ring Road, 29th BTM Road Junction, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",,vehicle_breakdown,False,2024-02-17 23:55:25.531000+00:00,,closed,no,2024-02-18 00:21:52.828614+00,,,gear box problem,others,FKN00GL0763,Non-corridor,Low,,,,2024-02-17 23:57:31.376877+00,,1,FKUSR00152,FKUSR00001,,,,Madiwala,,FKKG000146,,,,FKUSR00152,2024-02-18 00:21:52.828002+00:00,,,,,,closed,26.454950033333333,3.3125464807813865,23,5,2,1,0,0,0,0.0,0.07664066085360258,120.36434781307175,756.0,0.11507936507936507,0.0,0,vehicle_breakdown,others,Madiwala,0.007602167,1.6,LOW
FKID001491,unplanned,12.9637192,77.5852885,0.0,0.0,"Model Road, Town Hall Junction, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",,vehicle_breakdown,False,2024-02-18 00:26:46.518000+00:00,,closed,yes,2024-02-18 01:08:03.105766+00,,,,bmtc_bus,FKN00GL0764,Mysore Road,High,,,,2024-02-18 00:30:19.089238+00,,1,FKUSR00691,FKUSR00001,,,,Halasuru Gate,,FKKG000675,,,,FKUSR00691,2024-02-18 01:08:03.105224+00:00,,,,,,closed,41.276453733333334,3.7442302817352946,0,6,2,1,2,0,0,0.0,0.07664066085360258,120.36434781307175,244.0,0.0942622950819672,0.0,0,vehicle_breakdown,bmtc_bus,Halasuru Gate,0.022686668,2.6,LOW
FKID001493,unplanned,12.992609,77.5852714,0.0,0.0,"Sankey Road, Abshot Layout, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,vehicle_breakdown,False,2024-02-18 01:16:13.812000+00:00,,closed,no,2024-02-18 03:09:08.936672+00,,,b10 under pass to b2 car breakdowen sir traffic one said moment,others,FKN00GL0765,Bellary Road 1,High,,,,2024-02-18 01:20:12.789095+00,,1,FKUSR00811,FKUSR00001,,,,High ground,,FKKG000793,,,,FKUSR00811,2024-02-18 03:09:08.936013+00:00,,,,,,closed,112.91873355,4.735485330589933,1,6,2,1,2,0,0,0.0,0.07664066085360258,120.36434781307175,158.0,0.06962025316455696,0.0,0,vehicle_breakdown,others,High ground,0.016692052,2.6,LOW
FKID001494,unplanned,12.9902179,77.5034639,0.0,0.0,"Magadi Main Road, Pattanagere Nagar, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",,others,False,2024-02-18 00:50:09.992000+00:00,,closed,yes,2024-02-18 04:32:59.827224+00,,,ರಾಮನವಮಿ ಪ್ರಯುಕ್ತ ಪೂಜೆ ಹಾಗೂ ಪಾನಕ ಮಜ್ಜಿಗೆ ವಿತರಣೆ ಮಾಡಲಾಗುತ್ತಿದೆ ಆದ್ದರಿಂದ traffic Conjunction ಇದೆ,,,Magadi Road,High,,,,2024-02-18 00:52:03.989771+00,,1,FKUSR00284,FKUSR00001,,,,Kamakshipalya,,FKKG000276,,,,FKUSR00284,2024-02-18 04:32:59.826577+00:00,,,,,,closed,222.83057628333333,5.410889409795644,0,6,2,1,2,0,0,0.0,0.07664066085360258,120.36434781307175,85.0,0.058823529411764705,0.0,0,others,nan,Kamakshipalya,0.010972221,2.6,LOW
FKID001495,unplanned,13.0008671,77.5713369,0.0,0.0,"Sri Venkataranga Ayangar Road, Acharya Sri Ramanuja Circle, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",,vehicle_breakdown,False,2024-02-18 02:42:29.022000+00:00,,closed,yes,2024-02-18 04:38:54.125432+00,,,"The bus steering is cut, traffic is slow movement",bmtc_bus,FKN00GL0391,Non-corridor,Low,,,,2024-02-18 02:45:47.737402+00,,1,FKUSR00812,FKUSR00001,,,,Malleshwaram,,FKKG000794,,,,FKUSR00812,2024-02-18 04:38:54.124719+00:00,,,,,,closed,116.41837865000001,4.765743442416026,2,6,2,1,0,0,0,0.0,0.07664066085360258,120.36434781307175,756.0,0.11507936507936507,0.0,0,vehicle_breakdown,bmtc_bus,Malleshwaram,0.056368355,1.8,LOW
FKID001496,unplanned,12.9863247,77.6478879,0.0,0.0,"Suranjan Das Road, Byappanahalli Junction, Baiyappanahalli, Bengaluru, Karnataka. Pin-560038 (India)",,vehicle_breakdown,False,2024-03-15 17:34:28.922000+00:00,,closed,yes,2024-03-15 18:49:40.783769+00,,,traffic no problem sir. mechanic on the way,heavy_vehicle,FKN00GL0766,Old Madras Road,High,,,,2024-03-15 17:37:52.636835+00,,1,FKUSR00813,FKUSR00001,,,,Jeevanbheemanagar,,FKKG000795,,,,FKUSR00813,2024-03-15 18:49:40.783070+00:00,,,,,,closed,75.1976845,4.333331075091794,17,4,3,0,2,0,0,0.0,0.07664066085360258,120.36434781307175,45.0,0.022222222222222223,0.0,0,vehicle_breakdown,heavy_vehicle,Jeevanbheemanagar,0.024407625,2.7,LOW
